depart_time,start,end,request_id
62183,817,788,30855
62242,787,819,31036
62284,801,855,31113
62251,861,744,31138
62417,747,869,31163
62318,746,739,31233
62328,817,741,31240
62433,750,774,31309
62478,736,854,31310
62458,843,836,31326
62480,738,786,31407
62714,856,805,31580
62683,732,744,31625
62824,814,763,31677
62833,741,786,31796
63444,838,843,31904
63096,799,761,31930
63047,747,849,32049
63224,812,764,32139
63198,851,783,32201
63242,772,852,32253
63383,832,835,32304
63371,735,732,32364
63364,851,794,32365
63571,737,780,32516
63636,851,736,32530
63734,786,775,32542
63534,761,753,32556
63846,817,821,32582
63664,801,817,32658
63755,817,807,32673
63674,828,845,32677
63764,733,861,32776
63803,786,749,32830
63906,835,837,32935
63996,860,759,33035
64245,734,807,33060
64154,862,738,33068
64133,773,759,33123
64583,832,825,33433
64478,830,832,33467
64399,734,773,33505
64614,734,790,33581
64841,847,847,33736
64729,775,802,33763
65094,843,825,33768
64940,821,858,33954
64989,865,854,34003
65371,857,766,34014
65057,749,773,34144
65170,766,799,34299
65587,815,738,34360
65359,790,775,34380
65455,853,794,34382
65260,807,772,34384
65815,750,744,34458
65568,870,852,34532
65593,787,744,34585
65643,746,747,34646
65835,843,840,34768
65661,816,740,34802
65927,817,856,34836
65893,865,858,34927
65798,817,785,34933
65849,734,740,35002
66216,801,794,35217
66563,843,840,35510
66660,801,780,35546
66352,776,794,35626
66561,790,856,35825
66949,838,834,35995
67064,779,747,36032
66819,786,751,36039
67013,865,746,36042
66962,830,833,36150
67028,843,847,36205
67014,832,840,36355
67372,735,780,36496
67670,739,736,36536
67391,754,762,36563
67270,734,807,36616
67753,869,850,36834
67506,851,796,36867
67549,790,773,36886
67642,738,749,37027
67735,817,757,37064
67966,779,854,37083
67932,851,855,37109
67816,817,858,37121
67744,801,870,37147
67749,801,789,37151
67968,775,756,37153
68084,860,763,37413
68105,784,747,37468
68350,870,736,37588
68286,833,840,37653
68298,830,833,37705
68527,799,790,37745
68391,817,741,37784
68674,779,867,37875
68732,870,865,37892
68768,791,757,38010
68813,862,744,38012
68664,812,758,38014
68761,817,751,38060
68740,860,777,38123
68805,739,774,38190
68758,817,851,38223
69435,840,840,38237
69063,827,833,38260
69251,797,761,38427
70093,861,740,38794
70134,843,840,38849
70443,773,858,39116
70403,734,783,39137
70602,832,841,39214
70636,758,804,39279
70874,797,763,39384
70887,865,861,39430
71221,737,743,39616
71227,862,744,39620
71377,740,816,39647
71500,785,869,39755
71644,754,858,39760
71987,851,794,39788
71911,817,858,39803
71752,787,746,39821
71746,837,833,39867
71829,799,790,39895
72063,851,780,39989
72128,797,861,40043
72831,838,838,40085
72173,851,819,40096
72281,768,807,40176
72408,869,817,40212
72615,835,832,40321
72747,870,761,40357
72825,833,826,40399
73116,862,750,40507
73046,777,855,40508
73158,864,742,40527
73086,776,871,40528
73215,835,837,40624
73201,863,744,40627
73260,799,778,40629
73465,851,869,40663
73352,857,788,40687
73540,785,774,40699
73457,737,856,40711
73424,851,860,40731
73593,870,789,40808
74303,828,841,40878
73786,773,816,40886
73941,816,854,41014
74299,817,869,41057
74196,864,798,41114
74161,816,790,41138
74225,828,835,41164
74322,738,736,41222
74543,789,751,41248
75015,839,839,41266
74497,814,753,41275
74704,732,740,41280
74516,851,867,41302
74750,841,838,41365
74782,841,832,41411
74850,864,789,41413
75022,796,805,41450
74903,790,740,41464
74837,782,854,41480
74945,832,841,41535
75153,776,808,41589
75094,842,827,41604
75267,773,747,41660
75215,816,744,41664
75496,865,798,41682
75368,862,736,41696
75494,840,833,41701
75396,797,759,41732
75432,766,798,41748
75388,787,744,41764
75531,821,780,41780
75657,870,822,41806
75608,760,753,41850
75609,755,856,41867
75763,797,768,41908
75998,766,798,41926
76303,755,789,41949
75887,862,780,41959
75990,860,766,41961
76299,864,851,41972
76018,741,782,42008
76031,813,806,42012
75984,782,738,42038
76028,740,747,42057
76272,817,747,42082
76163,776,819,42116
76567,851,782,42195
76450,749,747,42224
76617,734,778,42292
76576,776,785,42318
76711,737,732,42358
76957,772,800,42374
77084,776,751,42524
77118,755,777,42579
77264,851,738,42585
77459,750,867,42643
77353,761,799,42692
77827,796,798,42710
77545,853,818,42742
77576,857,798,42798
77755,812,766,42896
77975,747,740,42908
77909,835,833,42918
77883,775,789,42922
77931,870,864,42931
78016,814,852,43024
78158,732,807,43098
78693,831,839,43135
78431,847,836,43136
78228,732,780,43146
78472,817,850,43158
78346,753,736,43161
78349,738,819,43216
78684,819,819,43314
78543,741,856,43327
78757,732,786,43339
78636,784,807,43378
78739,862,780,43450
79070,790,783,43540
79199,835,835,43672
79209,861,733,43673
79343,816,773,43745
79517,815,815,43779
79642,870,789,43849
79567,806,763,43853
79858,863,795,43899
80063,856,852,43948
80654,772,743,44035
80752,847,836,44042
80922,750,794,44068
81010,788,747,44106
81026,776,790,44128
81031,862,744,44131
81191,821,858,44137
81211,784,808,44159
81482,738,817,44197
81716,864,788,44241
82175,775,774,44313
82241,735,744,44324
82683,833,841,44401
83043,789,751,44450
83441,797,785,44520
83554,766,789,44524
83453,832,840,44527
83531,784,788,44538
83882,812,753,44592
84448,797,858,44669
85805,817,790,44844
87025,772,740,44981
86916,747,762,44983
87584,798,798,44998
