depart_time,start,end,request_id
50445,767,733,22040
50620,745,746,22066
50838,754,755,22195
50865,754,743,22229
50783,756,753,22243
50824,734,757,22256
50748,752,745,22292
50783,756,747,22307
51837,753,743,23056
51804,758,766,23187
51798,755,743,23195
52289,737,733,23501
52298,753,743,23536
52843,745,746,23574
52263,745,751,23609
52880,769,764,23768
52990,752,751,24017
52771,756,753,24049
53284,733,739,24205
53468,746,748,24522
53417,752,751,24558
53620,767,733,24745
54029,758,769,24970
54109,749,751,24981
54094,752,751,25126
54215,741,738,25127
54169,772,745,25182
54525,752,751,25300
55077,754,743,25371
54673,754,754,25486
54894,737,740,25791
55273,771,769,25836
55255,746,745,26014
55445,753,755,26247
55421,768,732,26258
55634,752,763,26451
55845,772,745,26607
55957,758,770,26641
56002,745,751,26697
55966,746,752,26699
56288,754,743,26870
56321,768,761,26968
56282,772,745,26995
56703,749,763,27355
57629,761,732,27886
57603,769,771,28194
57682,744,749,28413
57818,745,748,28514
58282,768,760,28794
58455,746,752,28961
58898,761,732,29295
59187,737,741,29532
59062,752,763,29550
59682,752,751,29910
59743,768,760,30078
60489,740,733,30261
60186,752,746,30389
60263,735,751,30471
60536,772,735,30721
60386,752,746,30736
60661,753,743,30862
61034,749,763,31189
62226,749,748,31461
62104,745,751,31735
62127,749,752,31962
62055,759,732,32242
62285,752,763,32321
62368,749,751,32342
62782,746,748,32686
62934,768,761,32849
62939,758,770,33007
63088,746,735,33055
63320,756,754,33163
63139,752,749,33413
63333,740,767,33452
63532,753,756,33653
63783,755,747,33747
63720,744,735,33909
63627,769,770,33953
63783,749,748,33958
63960,758,765,34034
64095,772,752,34300
64073,752,746,34375
64293,735,751,34382
64454,752,762,34387
64381,765,771,34430
64427,758,765,34508
64299,769,764,34561
64634,746,748,34698
64480,753,754,34911
64801,745,735,35308
65194,765,771,35360
64854,764,770,35363
64963,752,752,35379
65266,746,752,35431
65304,765,764,35535
65333,772,748,35749
65267,772,745,35873
65649,746,752,35937
65858,769,771,36330
66441,756,754,36359
65869,735,749,36405
65859,749,752,36411
65917,768,757,36446
65931,746,751,36456
66124,768,757,36505
66063,740,750,36651
66922,749,763,37211
66670,754,753,37320
66961,768,761,37588
67034,740,733,37786
67556,735,751,38148
67802,756,747,38180
67739,758,765,38229
67873,753,743,38291
67722,756,747,38424
68311,765,764,38819
68258,765,769,38898
68379,752,751,39121
68452,739,741,39201
68594,765,764,39209
68596,753,743,39314
69111,772,749,39537
69263,741,733,40001
69488,746,735,40098
69793,769,764,40155
69993,752,755,40362
70365,755,754,40402
70675,772,735,40649
70654,759,732,40682
71309,746,749,41051
71795,739,733,41380
72181,756,747,41405
71797,745,746,41429
72120,769,770,41522
72304,756,747,41534
72461,755,749,41744
72484,745,748,41776
72631,758,770,41894
73075,771,765,41942
72951,772,745,41945
72912,768,732,42034
73649,772,745,42172
73629,744,763,42328
73700,745,748,42359
74291,772,737,42549
74258,735,763,42579
74410,746,744,42685
74637,767,739,42792
75057,749,751,42935
75243,768,759,43020
75402,739,738,43103
75477,752,745,43179
75489,734,746,43182
76018,746,745,43334
76502,758,765,43392
75920,749,746,43410
76218,772,746,43499
76666,767,738,43590
76648,756,753,43599
76567,758,766,43651
76753,748,763,43778
77362,752,772,44032
77670,745,748,44196
77821,768,734,44279
78126,746,738,44316
78507,756,747,44328
78933,746,748,44430
78390,752,755,44480
79168,772,751,44707
79674,744,749,45108
79701,758,771,45140
80413,752,763,45299
81351,754,754,45389
81896,772,751,45484
81723,749,746,45498
81906,764,765,45501
82291,772,735,45588
82500,748,755,45597
83779,760,732,45782
84020,768,757,45817
84322,735,751,45862
84912,735,763,45955
85281,737,733,46009
86388,737,741,46117
86181,746,752,46124
86579,771,765,46166
86803,758,765,46201
86920,764,770,46203
87136,755,755,46217
