depart_time,start,end,request_id
50715,754,743,22229
50633,756,753,22243
50674,734,757,22256
50598,752,745,22292
50633,756,747,22307
51006,758,771,22760
51256,754,754,22952
51687,753,743,23056
51827,749,735,23171
51654,758,766,23187
51672,754,747,23190
51648,755,743,23195
51732,756,745,23332
52201,746,751,23378
52691,754,753,23384
52139,737,733,23501
52148,753,743,23536
52693,745,746,23574
52223,753,756,23598
52113,745,751,23609
52173,741,740,23659
52730,769,764,23768
52535,737,739,23998
52840,752,751,24017
52621,756,753,24049
52830,741,739,24098
53134,733,739,24205
53205,745,744,24462
53318,746,748,24522
53267,752,751,24558
53371,735,745,24638
53406,772,763,24664
53470,767,733,24745
53723,737,741,24783
53879,758,769,24970
53959,749,751,24981
53944,752,751,25126
54065,741,738,25127
54019,772,745,25182
54371,768,734,25288
54375,752,751,25300
54614,756,755,25344
54927,754,743,25371
54775,741,738,25436
54523,754,754,25486
54435,749,735,25495
54592,756,747,25605
54717,772,752,25703
54744,737,740,25791
55123,771,769,25836
55105,746,745,26014
55295,753,755,26247
55271,768,732,26258
55431,755,743,26296
55484,752,763,26451
55656,735,751,26599
55695,772,745,26607
55807,758,770,26641
55852,745,751,26697
55816,746,752,26699
56138,754,743,26870
56051,749,751,26877
56132,772,745,26995
56553,749,763,27355
56956,754,747,27527
56864,753,754,27639
57320,754,753,27686
56990,755,747,27712
57210,768,761,27784
57479,761,732,27886
57514,735,763,27953
57197,746,748,28037
57453,769,771,28194
57659,748,746,28338
57949,772,746,28359
57532,744,749,28413
57668,745,748,28514
58132,768,760,28794
58105,768,760,28807
58305,746,752,28961
58748,761,732,29295
58870,745,751,29489
59037,737,741,29532
58912,752,763,29550
58863,733,767,29567
59532,752,751,29910
59614,767,737,30058
59593,768,760,30078
60059,756,754,30103
60339,740,733,30261
60036,752,746,30389
60113,735,751,30471
60386,772,735,30721
60412,739,741,30729
60236,752,746,30736
60511,753,743,30862
60635,749,751,30923
60884,749,763,31189
61026,745,753,31213
62020,749,748,31461
61281,764,765,31503
61954,745,751,31735
61977,749,752,31962
62397,756,747,31977
61955,754,747,32186
61905,759,732,32242
61972,741,750,32321
62549,772,763,32321
62218,749,751,32342
62417,745,746,32584
62720,772,735,32673
62632,746,748,32686
62784,768,761,32849
62789,758,770,33007
62617,749,748,33015
62938,746,735,33055
63170,756,754,33163
62989,752,749,33413
63183,740,767,33452
63503,760,732,33596
63382,753,756,33653
63633,755,747,33747
63489,754,747,33873
63570,744,735,33909
63477,769,770,33953
63633,749,748,33958
63810,758,765,34034
63945,772,752,34300
63923,752,746,34375
64143,735,751,34382
64304,752,762,34387
64231,765,771,34430
63977,753,753,34482
64277,758,765,34508
64024,753,749,34540
64149,769,764,34561
64484,746,748,34698
64330,753,754,34911
64593,752,753,35021
64595,741,739,35166
64635,740,750,35293
64651,745,735,35308
65044,765,771,35360
64704,764,770,35363
65116,746,752,35431
65154,765,764,35535
65045,768,760,35591
65082,740,737,35676
65183,772,748,35749
65336,749,735,35817
65117,772,745,35873
65499,746,752,35937
65435,749,752,36027
65500,772,745,36034
65708,769,771,36330
66291,756,754,36359
65615,735,751,36393
65719,735,749,36405
65709,749,752,36411
65767,768,757,36446
65781,746,751,36456
65974,768,757,36505
65872,749,752,36569
65913,740,750,36651
65978,755,743,36706
66148,746,735,36809
66233,760,734,36981
66772,749,763,37211
66520,754,753,37320
67027,749,763,37379
66811,768,761,37588
67375,743,753,37745
66884,740,733,37786
67104,756,738,37875
67246,760,734,37898
67406,735,751,38148
67480,768,760,38154
67652,756,747,38180
67589,758,765,38229
67723,753,743,38291
67572,756,747,38424
67870,745,763,38448
68161,765,764,38819
68108,765,769,38898
68229,752,751,39121
68302,739,741,39201
68444,765,764,39209
68595,745,751,39305
68446,753,743,39314
68421,764,770,39376
69396,772,735,39431
68961,772,749,39537
69070,733,738,39561
68879,739,739,39834
69346,756,743,40003
69338,746,735,40098
69643,769,764,40155
69843,752,755,40362
70215,755,754,40402
69859,744,763,40419
69959,749,749,40465
70340,752,763,40647
70525,772,735,40649
70504,759,732,40682
70443,752,751,40695
71159,746,749,41051
71645,739,733,41380
72031,756,747,41405
71647,745,746,41429
71903,752,745,41494
71970,769,770,41522
72154,756,747,41534
71987,746,746,41619
72548,772,732,41701
72311,755,749,41744
72334,745,748,41776
72481,758,770,41894
72925,771,765,41942
72801,772,745,41945
73009,749,752,42007
72762,768,732,42034
73499,772,745,42172
73412,753,743,42292
73931,746,738,42320
73479,744,763,42328
73550,745,748,42359
73646,772,746,42390
73809,752,735,42401
74141,772,737,42549
74108,735,763,42579
74216,755,753,42629
74260,746,744,42685
74487,767,739,42792
74907,749,751,42935
75148,749,763,42952
75093,768,759,43020
75334,737,741,43045
75252,739,738,43103
75361,744,763,43118
75327,752,745,43179
75339,734,746,43182
75868,746,745,43334
76352,758,765,43392
75770,749,746,43410
76068,772,746,43499
76516,767,738,43590
76498,756,753,43599
76417,758,766,43651
76603,748,763,43778
77212,752,772,44032
77520,745,748,44196
77671,768,734,44279
77976,746,738,44316
78357,756,747,44328
78783,746,748,44430
78240,752,755,44480
79018,772,751,44707
79524,744,749,45108
79551,758,771,45140
80263,752,763,45299
81201,754,754,45389
81746,772,751,45484
81573,749,746,45498
81756,764,765,45501
82141,772,735,45588
82350,748,755,45597
82959,749,745,45633
83629,760,732,45782
83870,768,757,45817
84172,735,751,45862
84463,760,734,45912
84762,735,763,45955
85166,740,733,45987
85131,737,733,46009
86238,737,741,46117
86031,746,752,46124
86429,771,765,46166
86653,758,765,46201
86770,764,770,46203
86986,755,755,46217
